Add_to_lib	group	ISF	name	super class (HMDB)	class (HMDB)	sub class (HMDB)	accession (HMDB)	name (HMDB)	core (LMSD)	main_class (LMSD)	sub_class (LMSD)	lm_id (LMSD)	name (LMSD)	abbrev (LMSD)	abbrev_chains (LMSD)	InChIKey	formula	adduct	feature_m/z	matching_peaks (median)	peak_shape (median)	confidence level	Min.	1st Qu.	Median	3rd Qu.	Max.	%detected	detected_liver	detected_plasma	detected_cm	detected_mouse	Folch1_A_Pos_2uL	Folch1_A_Pos_4uL	Folch2_A_Pos_2uL	Folch2_A_Pos_4uL	Folch3_A_Pos_2uL	Folch3_A_Pos_4uL	MTBE1_A_Pos_2uL	MTBE1_A_Pos_4uL	MTBE2_A_Pos_2uL	MTBE2_A_Pos_4uL	MTBE3_A_Pos_2uL	MTBE3_A_Pos_4uL	MeOHACN1_A_Pos_2uL	MeOHACN1_A_Pos_4uL	NASH_CM_A_Pos_IDA_HRes_QC-1	NASH_CM_A_Pos_IDA_HRes_QC-2	NASH_CM_A_Pos_IDA_HRes_QC-3	NASH_CM_A_Pos_IDA_HRes_QC-4	NASH_CM_A_Pos_IDA_HRes_QC-5	NASH_CM_A_Pos_IDA_Hsens_QC-1	NASH_CM_A_Pos_IDA_Hsens_QC-2	NASH_CM_A_Pos_IDA_Hsens_QC-3	NASH_CM_A_Pos_IDA_Hsens_QC-4	NASH_CM_A_Pos_IDA_Hsens_QC-5	NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	NASH_Liver_A_Pos_IDA_HRes_QC-2	NASH_Liver_A_Pos_IDA_HRes_QC-3	NASH_Liver_A_Pos_IDA_HRes_QC-4	NASH_Liver_A_Pos_IDA_HRes_QC-5	NASH_Liver_A_Pos_IDA_Hsens_QC-1	NASH_Liver_A_Pos_IDA_Hsens_QC-2	NASH_Liver_A_Pos_IDA_Hsens_QC-3	NASH_Liver_A_Pos_IDA_Hsens_QC-4	NASH_Liver_A_Pos_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_QC-1	NASH_Plasma_A_Pos_Repeat_IDA_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_QC-5	RT_Folch1_A_Pos_2uL	RT_Folch1_A_Pos_4uL	RT_Folch2_A_Pos_2uL	RT_Folch2_A_Pos_4uL	RT_Folch3_A_Pos_2uL	RT_Folch3_A_Pos_4uL	RT_MTBE1_A_Pos_2uL	RT_MTBE1_A_Pos_4uL	RT_MTBE2_A_Pos_2uL	RT_MTBE2_A_Pos_4uL	RT_MTBE3_A_Pos_2uL	RT_MTBE3_A_Pos_4uL	RT_MeOHACN1_A_Pos_2uL	RT_MeOHACN1_A_Pos_4uL	RT_NASH_CM_A_Pos_IDA_HRes_QC-1	RT_NASH_CM_A_Pos_IDA_HRes_QC-2	RT_NASH_CM_A_Pos_IDA_HRes_QC-3	RT_NASH_CM_A_Pos_IDA_HRes_QC-4	RT_NASH_CM_A_Pos_IDA_HRes_QC-5	RT_NASH_CM_A_Pos_IDA_Hsens_QC-1	RT_NASH_CM_A_Pos_IDA_Hsens_QC-2	RT_NASH_CM_A_Pos_IDA_Hsens_QC-3	RT_NASH_CM_A_Pos_IDA_Hsens_QC-4	RT_NASH_CM_A_Pos_IDA_Hsens_QC-5	RT_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	RT_NASH_Liver_A_Pos_IDA_HRes_QC-2	RT_NASH_Liver_A_Pos_IDA_HRes_QC-3	RT_NASH_Liver_A_Pos_IDA_HRes_QC-4	RT_NASH_Liver_A_Pos_IDA_HRes_QC-5	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-1	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-2	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-3	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-4	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	score_Folch1_A_Pos_2uL	score_Folch1_A_Pos_4uL	score_Folch2_A_Pos_2uL	score_Folch2_A_Pos_4uL	score_Folch3_A_Pos_2uL	score_Folch3_A_Pos_4uL	score_MTBE1_A_Pos_2uL	score_MTBE1_A_Pos_4uL	score_MTBE2_A_Pos_2uL	score_MTBE2_A_Pos_4uL	score_MTBE3_A_Pos_2uL	score_MTBE3_A_Pos_4uL	score_MeOHACN1_A_Pos_2uL	score_MeOHACN1_A_Pos_4uL	score_NASH_CM_A_Pos_IDA_HRes_QC-1	score_NASH_CM_A_Pos_IDA_HRes_QC-2	score_NASH_CM_A_Pos_IDA_HRes_QC-3	score_NASH_CM_A_Pos_IDA_HRes_QC-4	score_NASH_CM_A_Pos_IDA_HRes_QC-5	score_NASH_CM_A_Pos_IDA_Hsens_QC-1	score_NASH_CM_A_Pos_IDA_Hsens_QC-2	score_NASH_CM_A_Pos_IDA_Hsens_QC-3	score_NASH_CM_A_Pos_IDA_Hsens_QC-4	score_NASH_CM_A_Pos_IDA_Hsens_QC-5	score_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	score_NASH_Liver_A_Pos_IDA_HRes_QC-2	score_NASH_Liver_A_Pos_IDA_HRes_QC-3	score_NASH_Liver_A_Pos_IDA_HRes_QC-4	score_NASH_Liver_A_Pos_IDA_HRes_QC-5	score_NASH_Liver_A_Pos_IDA_Hsens_QC-1	score_NASH_Liver_A_Pos_IDA_Hsens_QC-2	score_NASH_Liver_A_Pos_IDA_Hsens_QC-3	score_NASH_Liver_A_Pos_IDA_Hsens_QC-4	score_NASH_Liver_A_Pos_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	CE_Folch1_A_Pos_2uL	CE_Folch1_A_Pos_4uL	CE_Folch2_A_Pos_2uL	CE_Folch2_A_Pos_4uL	CE_Folch3_A_Pos_2uL	CE_Folch3_A_Pos_4uL	CE_MTBE1_A_Pos_2uL	CE_MTBE1_A_Pos_4uL	CE_MTBE2_A_Pos_2uL	CE_MTBE2_A_Pos_4uL	CE_MTBE3_A_Pos_2uL	CE_MTBE3_A_Pos_4uL	CE_MeOHACN1_A_Pos_2uL	CE_MeOHACN1_A_Pos_4uL	CE_NASH_CM_A_Pos_IDA_HRes_QC-1	CE_NASH_CM_A_Pos_IDA_HRes_QC-2	CE_NASH_CM_A_Pos_IDA_HRes_QC-3	CE_NASH_CM_A_Pos_IDA_HRes_QC-4	CE_NASH_CM_A_Pos_IDA_HRes_QC-5	CE_NASH_CM_A_Pos_IDA_Hsens_QC-1	CE_NASH_CM_A_Pos_IDA_Hsens_QC-2	CE_NASH_CM_A_Pos_IDA_Hsens_QC-3	CE_NASH_CM_A_Pos_IDA_Hsens_QC-4	CE_NASH_CM_A_Pos_IDA_Hsens_QC-5	CE_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	CE_NASH_Liver_A_Pos_IDA_HRes_QC-2	CE_NASH_Liver_A_Pos_IDA_HRes_QC-3	CE_NASH_Liver_A_Pos_IDA_HRes_QC-4	CE_NASH_Liver_A_Pos_IDA_HRes_QC-5	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-1	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-2	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-3	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-4	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-5
Y	4051		Dexanabinol M+H NIST --- Testosterone isocaproate M+H NIST	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	HMDB0251084	Dexanabinol								PPYHLSBUTAPNGT-BKWLFHPQSA-N, SSQJFGMEZBFMNV-XJDOXCRVSA-N	C25H38O3	M+H	387.2872	0	12	MS1	8.29	8.3	8.33	8.75	9.08	0.31	1	0.111111111111111	0	0.357142857142857							1376.5	2937.5	208.5, 1978.8		1637.5	2827.2													4626.4	3973.6	4399.3	4143.1	4283.3	3997.4	3952.2	4445.0	4521.8	4341.8						68.0										8.76	8.77	8.45, 8.75		8.75	8.76													8.30	8.32	8.30	8.33	8.32	8.38	8.29	8.30	8.30	8.30						9.08										0.00	0.00	0.00		0.00	0.00													0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00						0.00										0	0	0		0	0													0	0	0	0	0	0	0	0	0	0						0			
Y	4051		Dexanabinol M+H NIST --- Testosterone isocaproate M+H NIST	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	HMDB0251084	Dexanabinol								PPYHLSBUTAPNGT-BKWLFHPQSA-N, SSQJFGMEZBFMNV-XJDOXCRVSA-N	C25H38O3	M+H	387.2874	0	12	MS1	10.51	10.55	10.55	10.6	10.7	0.14	0.6	0.111111111111111	0	0																									2243.4		1630.2		2055.9	1501.8			1875.2	1585.5						115.9																												10.55		10.59		10.51	10.61			10.55	10.55						10.70																												0.00		0.00		0.00	0.00			0.00	0.00						0.00																												0		0		0	0			0	0						0			
Y	4061		Terazosin M+H FiehnHILIC --- Terazosin M+H HMDB	Organoheterocyclic compounds	Diazinanes	Piperazines	HMDB0015293	Terazosin								VCKUSRYTPJJLNI-UHFFFAOYNA-N, VCKUSRYTPJJLNI-UHFFFAOYSA-N	C19H25N5O4	M+H	388.1967	0	12	MS1	1.72	1.74	1.75	1.87	2.13	0.73	0.5	0.888888888888889	0.9	1	6481.1	11525.4	3602.8	6096.2	6975.7	12216.8	23372.0	37977.3	19133.3	33849.9, 257.3	25828.3	49110.1	420118.4	719601.1	22449.6	25781.4	19555.8	14726.3	19606.5	5699.7		9236.6	13022.7	19232.6		1888.9		1047.4			1167.1	1405.2		1183.0	2135.4	2428.1	2363.8		2172.0	2103.4	1985.8	2081.1	2095.6	1.74	1.74	1.75	1.75	1.74	1.74	1.73	1.73	1.74	1.74, 1.88	1.74	1.73	1.74	1.73	1.86	1.90	1.85	1.87	1.86	2.13		1.78	1.81	1.83		1.90		1.91			1.92	1.88		1.93	1.76	1.76	1.75		1.74	1.74	1.74	1.72	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00		0.00		0.00			0.00	0.00		0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0		0			0	0		0	0	0	0		0	0	0	0	0
Y	4061		Terazosin M+H FiehnHILIC --- Terazosin M+H HMDB	Organoheterocyclic compounds	Diazinanes	Piperazines	HMDB0015293	Terazosin								VCKUSRYTPJJLNI-UHFFFAOYNA-N, VCKUSRYTPJJLNI-UHFFFAOYSA-N	C19H25N5O4	M+H	388.1961	0	9	MS1	7.16	7.47	7.49	7.74	7.79	0.22	0.1	1	0.1	0																						2361.0				999.2									9397.5, 6589.3	9624.6, 6515.2	8976.8, 5352.5	9202.3, 5135.2	11642.7, 8185.5	10317.7, 7687.8	9925.0, 7344.4	10270.1	9570.0, 5798.1																						7.79				7.16									7.47, 7.75	7.48, 7.73	7.47, 7.74	7.48, 7.75	7.49, 7.75	7.48, 7.74	7.48, 7.74	7.47	7.47, 7.75																						0.00				0.00									0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																						0				0									0	0	0	0	0	0	0	0	0
Y	4063		Afimoxifene M+H HMDB --- FTY720 (R)-phosphate M+H NIST	Organic acids and derivatives --- Phenylpropanoids and polyketides	Organic phosphoric acids and derivatives --- Stilbenes	Phosphate esters	HMDB0243705, HMDB0248042	Afimoxifene --- Fingolimod phosphate ester, S-								LRFKWQGGENFBFO-UHFFFAOYSA-N, TXUZVZSFRXZGTL-UHFFFAOYSA-N	C19H34NO5P, C26H29NO2	M+H	388.2232	0	10	MS1	4.49	4.91	5.05	5.13	5.87	0.51	1	0.222222222222222	1	0.285714285714286			106.5, 97.2	330.4							232.7			154.0	48682.2	57586.7	48530.8	47407.2	48822.7	73412.1	50020.3	48430.6	49076.1	49736.0	1086.7, 7778.4	7887.2	6543.0	6395.3	6803.3	8130.3	6932.7	6739.6	6271.2	7360.1								19568.6	19775.3			4.49, 5.55	5.49							4.92			5.87	4.91	4.91	4.90	4.90	4.94	5.27	4.90	4.88	4.91	4.93	4.70, 5.06	5.04	5.05	5.05	5.04	5.31	5.05	5.13	5.13	5.11								5.09	5.08			0.00	0.00							0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00								0.27	0.22			0	0							0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0
Y	4063		Afimoxifene M+H HMDB --- FTY720 (R)-phosphate M+H NIST	Organic acids and derivatives --- Phenylpropanoids and polyketides	Organic phosphoric acids and derivatives --- Stilbenes	Phosphate esters	HMDB0243705, HMDB0248042	Afimoxifene --- Fingolimod phosphate ester, S-								LRFKWQGGENFBFO-UHFFFAOYSA-N, TXUZVZSFRXZGTL-UHFFFAOYSA-N	C19H34NO5P, C26H29NO2	M+H	388.2296	0	12	MS1	14.24	14.25	14.25	14.26	14.28	0.2	1	0	0	0																									6651.3	5540.6	5946.7	5888.0	5697.1	6156.0	5329.9	6123.7	6148.9	5337.1																																		14.24	14.26	14.25	14.26	14.24	14.28	14.25	14.26	14.25	14.26																																		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																																		0	0	0	0	0	0	0	0	0	0									
Y	4065		Urapidil M+H FiehnHILIC --- Urapidil M+H NIST --- urapidil M+H HMDB	Organoheterocyclic compounds	Diazinanes	Piperazines	HMDB0259712	urapidil								ICMGLRUYEQNHPF-UHFFFAOYSA-N	C20H29N5O3	M+H	388.2298	0	12	MS1	14.24	14.25	14.25	14.26	14.28	0.18	0.9	0	0	0																									6651.3	5540.6	5946.7	5888.0	5697.1	6156.0	5329.9		6148.9	5337.1																																		14.24	14.26	14.25	14.26	14.24	14.28	14.25		14.25	14.26																																		0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00																																		0	0	0	0	0	0	0		0	0									
Y	4078		1,2-O-Isopropylidene-myo-inositol 3,4,5,6-tetraacetate M+H NIST --- Geniposide M+H FiehnHILIC --- Geniposide M+H HMDB --- Secologanin M+H NIST	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	HMDB0252679	Geniposide								CSKKDSFETGLMSB-DMRIHPSCSA-N, IBFYXTRXDNAPMM-UHFFFAOYNA-N, IBFYXTRXDNAPMM-UHFFFAOYSA-N, XSWHBVWGSAGKTQ-UGYDUONOSA-N	C17H24O10	M+H	389.1464	0	12	MS1	4.69	4.85	4.88	4.96	5.39	0.41	0.9	0.111111111111111	0.8	0.214285714285714				170.8	101.1									648.4	50918.1	60382.1		54628.4	63976.3	7519.4, 223336.8		51344.2	60800.9	63515.3	4102.6	5178.8	5348.9		6237.0	6420.5	6294.1	7333.0	6991.6	7021.7			126.9										5.39	4.92									4.91	4.85	4.85		4.85	4.89	4.69, 5.26		4.83	4.86	4.88	4.85	4.88	4.85		4.85	5.31	4.87	4.96	4.98	4.95			5.29										0.00	0.00									0.00	0.00	0.00		0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00			0.00										0	0									0	0	0		0	0	0		0	0	0	0	0	0		0	0	0	0	0	0			0						
Y	4081		D-Pinitol 2M+H NIST	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	HMDB0034219	D-Pinitol								DSCFFEYYQKSRSV-KLJZZCKASA-N	C7H14O6	2M+H	389.1625	0	9	MS1	3.97	4	4.03	4.15	4.58	0.24	0.1	0.777777777777778	0	0.285714285714286			100.4					167.5					270.7	412.4											160.7										1820.1	1790.5	2184.1	1841.0			1793.0	1889.9	1803.5			4.42					4.18					4.06	4.58											4.12										4.00	4.01	4.04	4.02			3.99	3.97	4.00			0.00					0.00					0.00	0.00											0.00										0.00	0.00	0.00	0.00			0.00	0.00	0.00			0					0					0	0											0										0	0	0	0			0	0	0
Y	4102		N-Oleoyltaurine M+H NIST	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	HMDB0242113	Oleoyltaurine	Fatty Acyls [FA]	Fatty amides [FA08]	N-acyl amines [FA0802]	LMFA08020081	N-oleoyl taurine			KOGRJTUIKPMZEJ-KTKRTIGZSA-N	C20H39NO4S	M+H	390.2673	0	12	MS1	4.88	4.88	4.9	4.96	5.25	0.18	0.9	0	0	0																									3457.9	5193.1	4126.4	4103.5	3450.7	4376.2	4670.6	3704.1	4944.6																																			4.90	4.88	4.88	4.88	4.88	5.25	4.92	4.96	4.98																																			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																																			0	0	0	0	0	0	0	0	0										
Y	4106		Cer 8:0;3O/13:0;(2OH) M+H Atlas --- Cer 9:0;3O/12:0;(2OH) M+H Atlas --- DG 8:0_10:0 M+NH4 Atlas	Lipids and lipid-like molecules	Glycerolipids	Diradylglycerols	HMDB0092901	DG(8:0/10:0/0:0)								LQZKGXTWKFLPTP-UHFFFAOYNA-N, YOYOQXRPUDEPAK-UHFFFAOYNA-N, ZGPWXMGKMXQKNX-UHFFFAOYNA-N	C21H40O5	M+H, M+NH4	390.3196	0	11.5	MS1	1.28	1.29	1.33	1.64	1.65	0.35	0.1	0.666666666666667	1	0															16976.8	16494.7	18796.2	14281.3	15400.5	16067.1	18876.5, 1072.5	14671.2, 1354.4	14854.3	13175.1										2391.1		2712.6		2550.0	3044.6		2751.9	2518.4	3046.4															1.28	1.29	1.29	1.29	1.29	1.32	1.29, 1.64	1.30, 1.64	1.29	1.29										1.65		1.64		1.64	1.65		1.63	1.63	1.64															0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00										0.00		0.00		0.00	0.00		0.00	0.00	0.00															0	0	0	0	0	0	0	0	0	0										0		0		0	0		0	0	0
Y	4111		2-(N-Morpholino)ethanesulfonic acid 2M+H NIST	Organoheterocyclic compounds	Oxazinanes	Morpholines	HMDB0246678	2-(N-Morpholino)-ethanesulfonic acid								SXGZJKUKBWWHRA-UHFFFAOYSA-N	C6H13NO4S	2M+H	391.1211	0	12	MS1	13.52	13.54	13.65	13.66	13.84	0.63	1	1	1	0.214285714285714								594.0	260.8	522.0					2481.5	2294.5	2257.3	2638.9, 315.1	2665.4	2385.1	2131.1	2713.3	2326.0	2881.3	3933.1	4036.9, 600.8	3777.3	3267.6	4230.7	4007.1	3792.9	4511.7	4456.6	4343.9	5432.5	5319.1	5064.1	4762.8	6449.5	5916.7	5536.2	5314.0	5443.6								13.66	13.67	13.66					13.65	13.64	13.65	13.66, 13.84	13.68	13.69	13.65	13.66	13.66	13.70	13.53	13.52, 13.83	13.52	13.53	13.53	13.54	13.52	13.53	13.53	13.53	13.63	13.65	13.62	13.64	13.65	13.65	13.65	13.66	13.65								0.00	0.00	0.00					0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00								0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y	4113		Chidamide M+H NIST	Benzenoids	Benzene and substituted derivatives	Anilides	HMDB0250075	Chidamide								WXHHICFWKXDFOW-BJMVGYQFSA-N	C22H19FN4O2	M+H	391.1606	1	12	MS1	8.85	8.87	8.92	8.93	9.07	0.39	1	0	1	0															7401.7	7421.6	7591.5	7925.6	8529.0	8941.7	9544.0	9727.6	11145.8	12184.2	59380.8	53092.2	49379.2	48717.0	50288.9	46051.6	48739.1	48770.6	50858.7	49834.4																								8.93	8.92	8.93	8.94	8.94	9.07	8.91	8.93	8.93	8.93	8.85	8.87	8.87	8.88	8.87	9.01	8.86	8.87	8.87	8.87																								0.05	0.04	0.04	0.07	0.05	0.05	0.05	0.00	0.05	0.05	0.08	0.09	0.09	0.09	0.08	0.07	0.09	0.09	0.08	0.08																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Y	4129		Amlodipine M+H-NH3 NIST	Organoheterocyclic compounds	Pyridines and derivatives	Hydropyridines	HMDB0005018	Amlodipine								HTIQEAQVCYTUBX-UHFFFAOYSA-N	C20H25ClN2O5	M+H-NH3	392.1291	0	9	MS1	6.36	6.39	6.43	6.92	7.26	0.37	0.9	0	1	0															3666.4	4163.1	4426.9	5136.1	5471.7, 827.2	4821.5	4271.0	5116.9	4940.4, 996.2	5357.8, 1469.5		2246.5	2631.1	2403.2, 193.2, 736.5	2629.3, 1074.5	2199.9, 1293.8	2117.4, 691.3	2133.4	2341.6, 976.2	1963.3																								6.38	6.36	6.36	6.39	6.39, 7.26	6.48	6.41	6.38	6.39, 6.93	6.39, 7.26		6.41	6.39	6.41, 6.59, 6.92	6.40, 6.94	6.51, 6.98	6.43, 6.95	6.44	6.45, 6.94	6.44																								0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																								0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0									
Y	4136		3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-enyl)nona-2,4,6,8-tetraenoic acid (4-hydroxyphenyl)amide M+H NIST	Lipids and lipid-like molecules	Prenol lipids	Retinoids	HMDB0243598	N-(4-Hydroxyphenyl)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenamide								AKJHMTWEGVYYSE-FXILSDISSA-N	C26H33NO2	M+H	392.2545	0	12	MS1	1.09	1.1	1.11	1.13	1.33	0.84	0.7	0.888888888888889	1	0.928571428571429	1482.5	7343.1, 3269.2		2056.2	859.0	1153.0	54063.1	92014.1	13757.7	23418.5	4318.2	9377.2	6934.9	9120.3	238566.1	210906.5	211653.4	203857.2	202557.9	199276.2	204917.7	222980.2	209830.9	194038.4	50592.4	48215.9, 7691.3	48766.8, 3705.3	52956.2, 5252.8		50731.0	56271.9	47885.0			57615.8	63807.2	63861.7	58566.9		59307.1, 1507.6	1843.3	55946.5	55984.6	1.09	1.10, 1.33		1.10	1.22	1.09	1.09	1.10	1.10	1.10	1.09	1.10	1.09	1.10	1.12	1.13	1.13	1.12	1.12	1.12	1.13	1.12	1.13	1.13	1.10	1.10, 1.27	1.10, 1.30	1.10, 1.28		1.13	1.11	1.11			1.11	1.11	1.10	1.11		1.11, 1.31	1.31	1.10	1.11	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00			0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0			0	0	0	0		0	0	0	0
Y	4142		Fraxin M+Na NIST	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	HMDB0252486	Fraxin								CRSFLLTWRCYNNX-QBNNUVSCSA-N	C16H18O10	M+Na	393.083	0	10	MS1	12.92	12.95	12.97	12.99	13.21	0.35	0.8	1	0	0																									1463.9	1245.5	1264.0	1407.3	955.8	1440.9	1077.9			1433.5	2240.0	1751.1	1870.9	1959.4, 370.1	4135.3	2827.3	3148.9	2396.6	2376.2																									12.96	12.99	12.99	12.98	12.97	12.93	12.92			13.01	12.97	12.95	12.94	12.96, 13.21	12.99	12.96	13.01	12.98	12.96																									0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																									0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0
Y	4142		Fraxin M+Na NIST	Phenylpropanoids and polyketides	Coumarins and derivatives	Coumarin glycosides	HMDB0252486	Fraxin								CRSFLLTWRCYNNX-QBNNUVSCSA-N	C16H18O10	M+Na	393.0793	0	9	MS1	14.31	14.32	14.33	14.33	14.34	0.2	1	0	0	0																									1281.4	1455.0	1233.0	1555.8	1552.7	1471.6	1347.2	1575.6	1713.9	1887.6																																		14.32	14.33	14.31	14.32	14.34	14.34	14.33	14.33	14.33	14.33																																		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																																		0	0	0	0	0	0	0	0	0	0									
Y	4143		Asp-Cys-Arg M+H NIST --- Benzeneacetic acid, 3,4-dimethoxy- 2M+H NIST --- Cys-Asp-Arg M+H NIST	Benzenoids	Benzene and substituted derivatives	Methoxybenzenes	HMDB0000434	Homoveratric acid								FMWHSNJMHUNLAG-UHFFFAOYSA-N, FWYBFUDWUUFLDN-UHFFFAOYSA-N, WUAXWQRULBZETB-UHFFFAOYSA-N	C10H12O4	2M+H, M+H	393.1514	0	11	MS1	7.38	7.74	7.75	7.75	7.82	0.35	0	1	0.8	0.0714285714285714					178.0										2174.1		2215.1		1044.2, 3230.0	2912.7	3636.8	4565.1	4714.1	3609.3											11651.5	10594.8	10129.0	10063.2	5562.5	10790.7	11390.5	11418.9	10103.9					7.66										7.71		7.75		7.38, 7.75	7.82	7.76	7.75	7.76	7.75											7.75	7.75	7.74	7.75	7.75	7.74	7.76	7.74	7.75					0.00										0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00											0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00					0										0		0		0	0	0	0	0	0											0	0	0	0	0	0	0	0	0
