Add_to_lib	group	ISF	name	super class (HMDB)	class (HMDB)	sub class (HMDB)	accession (HMDB)	name (HMDB)	core (LMSD)	main_class (LMSD)	sub_class (LMSD)	lm_id (LMSD)	name (LMSD)	abbrev (LMSD)	abbrev_chains (LMSD)	InChIKey	formula	adduct	feature_m/z	matching_peaks (median)	peak_shape (median)	confidence level	Min.	1st Qu.	Median	3rd Qu.	Max.	%detected	detected_liver	detected_plasma	detected_cm	detected_mouse	Folch1_A_Pos_2uL	Folch1_A_Pos_4uL	Folch2_A_Pos_2uL	Folch2_A_Pos_4uL	Folch3_A_Pos_2uL	Folch3_A_Pos_4uL	MTBE1_A_Pos_2uL	MTBE1_A_Pos_4uL	MTBE2_A_Pos_2uL	MTBE2_A_Pos_4uL	MTBE3_A_Pos_2uL	MTBE3_A_Pos_4uL	MeOHACN1_A_Pos_2uL	MeOHACN1_A_Pos_4uL	NASH_CM_A_Pos_IDA_HRes_QC-1	NASH_CM_A_Pos_IDA_HRes_QC-2	NASH_CM_A_Pos_IDA_HRes_QC-3	NASH_CM_A_Pos_IDA_HRes_QC-4	NASH_CM_A_Pos_IDA_HRes_QC-5	NASH_CM_A_Pos_IDA_Hsens_QC-1	NASH_CM_A_Pos_IDA_Hsens_QC-2	NASH_CM_A_Pos_IDA_Hsens_QC-3	NASH_CM_A_Pos_IDA_Hsens_QC-4	NASH_CM_A_Pos_IDA_Hsens_QC-5	NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	NASH_Liver_A_Pos_IDA_HRes_QC-2	NASH_Liver_A_Pos_IDA_HRes_QC-3	NASH_Liver_A_Pos_IDA_HRes_QC-4	NASH_Liver_A_Pos_IDA_HRes_QC-5	NASH_Liver_A_Pos_IDA_Hsens_QC-1	NASH_Liver_A_Pos_IDA_Hsens_QC-2	NASH_Liver_A_Pos_IDA_Hsens_QC-3	NASH_Liver_A_Pos_IDA_Hsens_QC-4	NASH_Liver_A_Pos_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_QC-1	NASH_Plasma_A_Pos_Repeat_IDA_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_QC-5	RT_Folch1_A_Pos_2uL	RT_Folch1_A_Pos_4uL	RT_Folch2_A_Pos_2uL	RT_Folch2_A_Pos_4uL	RT_Folch3_A_Pos_2uL	RT_Folch3_A_Pos_4uL	RT_MTBE1_A_Pos_2uL	RT_MTBE1_A_Pos_4uL	RT_MTBE2_A_Pos_2uL	RT_MTBE2_A_Pos_4uL	RT_MTBE3_A_Pos_2uL	RT_MTBE3_A_Pos_4uL	RT_MeOHACN1_A_Pos_2uL	RT_MeOHACN1_A_Pos_4uL	RT_NASH_CM_A_Pos_IDA_HRes_QC-1	RT_NASH_CM_A_Pos_IDA_HRes_QC-2	RT_NASH_CM_A_Pos_IDA_HRes_QC-3	RT_NASH_CM_A_Pos_IDA_HRes_QC-4	RT_NASH_CM_A_Pos_IDA_HRes_QC-5	RT_NASH_CM_A_Pos_IDA_Hsens_QC-1	RT_NASH_CM_A_Pos_IDA_Hsens_QC-2	RT_NASH_CM_A_Pos_IDA_Hsens_QC-3	RT_NASH_CM_A_Pos_IDA_Hsens_QC-4	RT_NASH_CM_A_Pos_IDA_Hsens_QC-5	RT_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	RT_NASH_Liver_A_Pos_IDA_HRes_QC-2	RT_NASH_Liver_A_Pos_IDA_HRes_QC-3	RT_NASH_Liver_A_Pos_IDA_HRes_QC-4	RT_NASH_Liver_A_Pos_IDA_HRes_QC-5	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-1	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-2	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-3	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-4	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	score_Folch1_A_Pos_2uL	score_Folch1_A_Pos_4uL	score_Folch2_A_Pos_2uL	score_Folch2_A_Pos_4uL	score_Folch3_A_Pos_2uL	score_Folch3_A_Pos_4uL	score_MTBE1_A_Pos_2uL	score_MTBE1_A_Pos_4uL	score_MTBE2_A_Pos_2uL	score_MTBE2_A_Pos_4uL	score_MTBE3_A_Pos_2uL	score_MTBE3_A_Pos_4uL	score_MeOHACN1_A_Pos_2uL	score_MeOHACN1_A_Pos_4uL	score_NASH_CM_A_Pos_IDA_HRes_QC-1	score_NASH_CM_A_Pos_IDA_HRes_QC-2	score_NASH_CM_A_Pos_IDA_HRes_QC-3	score_NASH_CM_A_Pos_IDA_HRes_QC-4	score_NASH_CM_A_Pos_IDA_HRes_QC-5	score_NASH_CM_A_Pos_IDA_Hsens_QC-1	score_NASH_CM_A_Pos_IDA_Hsens_QC-2	score_NASH_CM_A_Pos_IDA_Hsens_QC-3	score_NASH_CM_A_Pos_IDA_Hsens_QC-4	score_NASH_CM_A_Pos_IDA_Hsens_QC-5	score_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	score_NASH_Liver_A_Pos_IDA_HRes_QC-2	score_NASH_Liver_A_Pos_IDA_HRes_QC-3	score_NASH_Liver_A_Pos_IDA_HRes_QC-4	score_NASH_Liver_A_Pos_IDA_HRes_QC-5	score_NASH_Liver_A_Pos_IDA_Hsens_QC-1	score_NASH_Liver_A_Pos_IDA_Hsens_QC-2	score_NASH_Liver_A_Pos_IDA_Hsens_QC-3	score_NASH_Liver_A_Pos_IDA_Hsens_QC-4	score_NASH_Liver_A_Pos_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	CE_Folch1_A_Pos_2uL	CE_Folch1_A_Pos_4uL	CE_Folch2_A_Pos_2uL	CE_Folch2_A_Pos_4uL	CE_Folch3_A_Pos_2uL	CE_Folch3_A_Pos_4uL	CE_MTBE1_A_Pos_2uL	CE_MTBE1_A_Pos_4uL	CE_MTBE2_A_Pos_2uL	CE_MTBE2_A_Pos_4uL	CE_MTBE3_A_Pos_2uL	CE_MTBE3_A_Pos_4uL	CE_MeOHACN1_A_Pos_2uL	CE_MeOHACN1_A_Pos_4uL	CE_NASH_CM_A_Pos_IDA_HRes_QC-1	CE_NASH_CM_A_Pos_IDA_HRes_QC-2	CE_NASH_CM_A_Pos_IDA_HRes_QC-3	CE_NASH_CM_A_Pos_IDA_HRes_QC-4	CE_NASH_CM_A_Pos_IDA_HRes_QC-5	CE_NASH_CM_A_Pos_IDA_Hsens_QC-1	CE_NASH_CM_A_Pos_IDA_Hsens_QC-2	CE_NASH_CM_A_Pos_IDA_Hsens_QC-3	CE_NASH_CM_A_Pos_IDA_Hsens_QC-4	CE_NASH_CM_A_Pos_IDA_Hsens_QC-5	CE_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	CE_NASH_Liver_A_Pos_IDA_HRes_QC-2	CE_NASH_Liver_A_Pos_IDA_HRes_QC-3	CE_NASH_Liver_A_Pos_IDA_HRes_QC-4	CE_NASH_Liver_A_Pos_IDA_HRes_QC-5	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-1	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-2	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-3	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-4	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-5
Y	557		3-Aminosalicylic acid M+H HMDB --- 3-Hydroxyanthranilic acid M+H FiehnHILIC --- 3-Hydroxyanthranilic acid M+H HMDB --- 5-Aminosalicylic acid M+H NIST --- 5-Aminosalicylic??acid M+H FiehnHILIC --- Aminosalicylic Acid M+H HMDB --- Benzenemethanol, 3-nitro- M+H NIST --- Benzoic acid, 2-amino-3-hydroxy- M+H NIST --- L-Alanine, N-acetyl- M+Na NIST --- Mesalazine M+H HMDB --- Salicylhydroxamic acid M+H HMDB	Benzenoids --- Organic acids and derivatives	Benzene and substituted derivatives --- Carboxylic acids and derivatives	Amino acids, peptides, and analogues --- Benzoic acids and derivatives	HMDB0001476, HMDB0001972, HMDB0014378, HMDB0014389, HMDB0255053, HMDB0257460	3-Aminosalicylic acid --- 3-Hydroxyanthranilic acid --- Aminosalicylic Acid --- Mesalazine --- N-Acetyl-DL-alanine --- Salicylhydroxamic acid								CWNPOQFCIIFQDM-UHFFFAOYSA-N, HBROZNQEVUILML-UHFFFAOYSA-N, IQGMRVWUTCYCST-UHFFFAOYSA-N, KBOPZPXVLCULAV-UHFFFAOYSA-N, KTHDTJVBEPMMGL-UHFFFAOYSA-N, WJXSWCUQABXPFS-UHFFFAOYSA-N, WUBBRNOQWQTFEX-UHFFFAOYSA-N	C5H9NO3, C7H7NO3	M+H, M+Na	154.0529	0	11	MS1	11.07	11.09	11.1	11.29	11.37	0.47	1	0.222222222222222	0.3	0.5	2335.9	3565.7	2402.0	4444.0	3244.3	4835.2					1345.3						279.1		219.5				229.1		10965.8	10813.5	10580.0	11210.8	10618.4	14154.4	10512.0	10404.2	11002.7	11331.7			2347.3						2559.0	11.29	11.36	11.30	11.35	11.24	11.37					11.10						11.08		11.07				11.08		11.10	11.10	11.10	11.11	11.10	11.08	11.08	11.10	11.11	11.08			11.09						11.09	0.00	0.00	0.00	0.00	0.00	0.00					0.00						0.00		0.00				0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.00			0.00						0.00	0	0	0	0	0	0					0						0		0				0		0	0	0	0	0	0	0	0	0	0			0						0
Y	561		4,6-Diamino-5-formamidopyrimidine M+H NIST	Organoheterocyclic compounds	Diazines	Pyrimidines and pyrimidine derivatives	HMDB0004816	FAPy-adenine								MVYUVUOSXNYQLL-UHFFFAOYSA-N	C5H7N5O	M+H	154.0685	0.5	12	MS1	1.8	2.1	2.1	2.1	2.13	0.33	0.1	1	0	0.357142857142857									188.8, 461.8	672.0		660.0	753.2	1182.6															3465.2						14985.1	15055.1	15451.3	15261.1	17124.2	15446.8	14750.3	15239.7	15262.6									1.92, 2.10	2.13		2.12	2.10	2.11															2.10						2.10	2.10	2.11	2.10	2.09	2.10	2.10	2.09	2.09									0.00	0.00		0.00	0.36	0.00															0.31						0.19	0.21	0.00	0.23	0.19	0.25	0.00	0.15	0.27									0	0		0	0	0															0						0	0	0	0	0	0	0	0	0
Y	574		Sulfanilamide M+H-NH3 NIST	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	HMDB0014404	Sulfanilamide								FDDDEECHVMSUSB-UHFFFAOYSA-N	C6H8N2O2S	M+H-NH3	156.0109	0	12	MS1	5.25	5.27	5.28	5.3	5.51	0.2	1	0	0	0																									3200.0	2891.8	3086.6	2710.8	2768.8	2960.9	2889.8	2742.2	2834.7	2970.9																																		5.27	5.28	5.27	5.25	5.26	5.51	5.28	5.32	5.30	5.30																																		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																																		0	0	0	0	0	0	0	0	0	0									
Y	574		Sulfanilamide M+H-NH3 NIST	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	HMDB0014404	Sulfanilamide								FDDDEECHVMSUSB-UHFFFAOYSA-N	C6H8N2O2S	M+H-NH3	156.011	1	12	MS1	6.99	7	7	7.01	7.01	0.18	0	1	0	0																																			104314.1	114304.8	106098.3	110221.0	116064.3	105042.8	101624.4	103111.8	100780.0																																			7.01	6.99	7.00	7.01	7.00	7.00	6.99	7.01	7.01																																			0.07	0.08	0.10	0.10	0.09	0.07	0.08	0.08	0.10																																			0	0	0	0	0	0	0	0	0
Y	578		Histidine; LC-ESI-QTOF; MS2; CE M+H MassBank --- L-Histidine; LC-ESI-QTOF; MS2; CE M+H MassBank	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0000177	L-Histidine								HNDVDQJCIGZPNO-UHFFFAOYNA-N, HNDVDQJCIGZPNO-YFKPBYRVSA-N	C6H9N3O2	M+H	156.0764	0	10	MS1	10.81	10.83	10.85	10.87	11.2	0.29	0.8	0.222222222222222	0.5	0															12804.8		11800.0	12758.4		12257.8			12619.0		3395.5	3027.5	2686.6	2993.4	3032.1			2794.5	3510.1	3157.4			4736.0				3365.8																	10.81		10.82	10.83		10.82			10.83		10.85	10.87	10.85	10.88	10.87			10.89	10.87	10.85			11.15				11.20																	0.00		0.00	0.00		0.00			0.00		0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00			0.00				0.00																	0		0	0		0			0		0	0	0	0	0			0	0	0			0				0		
Y	579		D-Histidine M+H HMDB	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0250763	D-Histidine								HNDVDQJCIGZPNO-UHFFFAOYSA-N	C6H9N3O2	M+H	156.0764	0	10	MS1	10.81	10.83	10.85	10.87	11.2	0.29	0.8	0.222222222222222	0.5	0															12804.8		11800.0	12758.4		12257.8			12619.0		3395.5	3027.5	2686.6	2993.4	3032.1			2794.5	3510.1	3157.4			4736.0				3365.8																	10.81		10.82	10.83		10.82			10.83		10.85	10.87	10.85	10.88	10.87			10.89	10.87	10.85			11.15				11.20																	0.00		0.00	0.00		0.00			0.00		0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00			0.00				0.00																	0		0	0		0			0		0	0	0	0	0			0	0	0			0				0		
Y	580		3-(1-Pyrazolyl)-alanine M+H FiehnHILIC --- Histidine M+H FiehnHILIC --- L-Histidine M+H HMDB	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0000177	L-Histidine								HNDVDQJCIGZPNO-UHFFFAOYNA-N, HNDVDQJCIGZPNO-YFKPBYRVSA-N, PIGOPELHGLPKLL-UHFFFAOYNA-N	C6H9N3O2	M+H	156.0764	0	10	MS1	10.81	10.83	10.85	10.88	11.2	0.33	0.8	0.222222222222222	0.7	0															12804.8	13117.4	11800.0	12758.4	13096.6		13284.9		12619.0		3395.5	3027.5	2686.6	2993.4	3032.1			2794.5	3510.1	3157.4			4736.0				3365.8																	10.81	10.81	10.82	10.83	10.83		10.81		10.83		10.85	10.87	10.85	10.88	10.87			10.89	10.87	10.85			11.15				11.20																	0.00	0.20	0.00	0.00	0.23		0.14		0.00		0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00			0.00				0.00																	0	0	0	0	0		0		0		0	0	0	0	0			0	0	0			0				0		
Y	581		2-Phenylpyridine M+H HMDB --- 4-Phenylpyridine M+H HMDB	Organoheterocyclic compounds	Pyridines and derivatives	Phenylpyridines	HMDB0033123, HMDB0245295	2-Phenylpyridine --- 4-Phenylpyridine								JVZRCNQLWOELDU-UHFFFAOYSA-N, VQGHOUODWALEFC-UHFFFAOYSA-N	C11H9N	M+H	156.0838	0	12	MS1	1.8	1.82	1.82	1.83	1.87	0.39	0.9	0.111111111111111	0.9	0.0714285714285714								253.1							38076.0	37159.6	32328.5	32076.1	35460.1	45769.8	44066.7		33574.7	35355.0	4914.5	4666.1	4942.5	4464.8	4864.7	5258.9		5462.1	4879.8	5554.6						2424.1											1.87							1.82	1.83	1.82	1.84	1.83	1.82	1.81		1.84	1.83	1.82	1.82	1.82	1.82	1.83	1.82		1.83	1.84	1.82						1.80											0.00							0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.10	0.00	0.00						0.00											0							0	0	0	0	0	0	0		0	0	0	0	0	0	0	0		0	0	0						0			
Y	581		2-Phenylpyridine M+H HMDB --- 4-Phenylpyridine M+H HMDB	Organoheterocyclic compounds	Pyridines and derivatives	Phenylpyridines	HMDB0033123, HMDB0245295	2-Phenylpyridine --- 4-Phenylpyridine								JVZRCNQLWOELDU-UHFFFAOYSA-N, VQGHOUODWALEFC-UHFFFAOYSA-N	C11H9N	M+H	156.0764	0	9	MS1	10.81	10.83	10.85	10.87	11.2	0.29	0.9	0.111111111111111	0.5	0															12804.8		11800.0	12758.4		12257.8			12619.0		3395.5	3027.5	2686.6	2993.4	3032.1		2879.9	2794.5	3510.1	3157.4							3365.8																	10.81		10.82	10.83		10.82			10.83		10.85	10.87	10.85	10.88	10.87		10.86	10.89	10.87	10.85							11.20																	0.00		0.00	0.00		0.00			0.00		0.00	0.00	0.00	0.00	0.00		0.12	0.00	0.00	0.00							0.00																	0		0	0		0			0		0	0	0	0	0		0	0	0	0							0		
Y	583		2,2,6,6-Tetramethyl-4-piperidinone M+H HMDB	Organoheterocyclic compounds	Piperidines	Piperidinones	HMDB0031179	2,2,6,6-Tetramethyl-4-piperidinone								JWUXJYZVKZKLTJ-UHFFFAOYSA-N	C9H17NO	M+H	156.1379	0	12	MS1	7.98	8.02	8.09	8.15	8.21	0.59	1	0.555555555555556	1	0.357142857142857	1452.7	862.3		355.0	794.7	1040.5									9730.4	10555.7	9920.6	10826.3	10166.5	10438.5	9991.3	10392.8	9924.3	10571.6	1739.1	1881.0	1861.5	1731.7	1817.4	1863.2	2099.0	1888.6	1784.5	2019.7	1550.3				1779.7	1856.4	1757.3	2082.5		8.01	8.00		8.02	7.98	7.99									8.02	8.02	8.01	8.01	8.03	8.06	8.00	8.01	8.02	8.02	8.16	8.16	8.15	8.16	8.16	8.21	8.14	8.17	8.17	8.17	8.12				8.13	8.12	8.11	8.11		0.00	0.00		0.00	0.00	0.00									0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00				0.00	0.00	0.00	0.00		0	0		0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	
Y	587		Shikimic acid M+H-H2O NIST	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	HMDB0003070	Shikimic acid								JXOHGGNKMLTUBP-HSUXUTPPSA-N	C7H10O5	M+H-H2O	157.0525	1	12	MS1	1.64	1.66	1.69	1.71	2.6	0.55	0.3	1	0	1	604163.1	1050693.9	517683.8	931232.7	650813.7	1235386.8	6112.0, 849.4	11113.9	6452.4	12835.2	8988.7	16293.6	6906.3	13498.4													222.4	180.3, 482.1	787.1						207538.1	206773.5	206504.9	202016.1	217782.2	199989.3	202286.8	199851.4	211021.7	1.66	1.67	1.66	1.67	1.66	1.67	1.67, 2.01	1.66	1.67	1.66	1.66	1.67	1.64	1.65													2.39	1.93, 2.18	2.16						1.69	1.69	1.70	1.69	1.69	1.70	1.71	1.71	1.70	0.02	0.02	0.02	0.02	0.02	0.02	0.00	0.18	0.02	0.05	0.02	0.02	0.00	0.03													0.00	0.00	0.00						0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0						0	0	0	0	0	0	0	0	0
Y	595		Decanal M+H HMDB	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	HMDB0011623	Decanal	Fatty Acyls [FA]	Fatty aldehydes [FA06]		LMFA06000052	Capraldehyde	FAL 10:0		KSMVZQYAVGTKIV-UHFFFAOYSA-N	C10H20O	M+H	157.1696	0	12	MS1	17.21	17.36	17.52	17.57	17.58	0.49	1	0.444444444444444	0.9	0.142857142857143	671.6							840.4							679.3		662.8	699.1	664.9	626.4	682.1	656.7	722.9	663.3	72413.6	76327.8	77192.8	70379.1	72735.7	74096.4	78032.4	76576.6	76055.0	77924.0		353.1		204.0			258.5		267.1	17.21							17.22							17.36		17.37	17.36	17.37	17.37	17.35	17.36	17.36	17.36	17.57	17.58	17.58	17.58	17.57	17.57	17.57	17.57	17.57	17.57		17.50		17.52			17.52		17.52	0.14							0.10							0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.11	0.09	0.13	0.08	0.12	0.12	0.11	0.11	0.11		0.00		0.00			0.00		0.00	0							0							0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0			0		0
Y	596		Benzenesulfonamide M+H HMDB	Benzenoids	Benzene and substituted derivatives	Benzenesulfonamides	HMDB0248984	Benzenesulfonamide								KHBQMWCZKVMBLN-UHFFFAOYSA-N	C6H7NO2S	M+H	158.0268	0	12	MS1	2.29	2.3	2.34	2.35	2.67	0.33	1	0	0.7	0															1411.6	1168.4	1798.2		1114.2		1042.1	1328.4		1400.3	1571.9	1536.1	1572.2	1320.8	1401.2	1419.2	1514.3	1506.3	1744.3	1634.6																								2.35	2.35	2.34		2.36		2.34	2.34		2.37	2.29	2.29	2.29	2.29	2.30	2.67	2.31	2.32	2.32	2.34																								0.00	0.00	0.00		0.00		0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																								0	0	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0									
Y	598		1-Acetylproline M+H HMDB --- 3-Methylcrotonylglycine M+H FiehnHILIC --- 3-Methylcrotonylglycine M+H HMDB --- N-Tigloylglycine M+H NIST --- N-Tigloylglycine; LC-ESI-QTOF; MS2; CE M+H MassBank --- Tiglylglycine M+H HMDB	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0000459, HMDB0000959, HMDB0242126	1-Acetylproline --- 3-Methylcrotonylglycine --- Tiglylglycine								GNMSLDIYJOSUSW-UHFFFAOYSA-N, PFWQSHXPNKRLIV-UHFFFAOYSA-N, WRUSVQOKJIDBLP-HWKANZROSA-N	C7H11NO3	M+H	158.0828	0	12	MS1	10.83	10.85	10.85	10.86	10.87	0.37	0.6	1	0.4	0																			1688.5		1843.3	1953.2		2892.8	4556.7		4783.2	4779.1	4238.0				5822.9	4089.3	8723.0	8133.3	8597.3	8439.9	7709.1	7728.2	8006.3	8128.7	8534.5																			10.86		10.84	10.85		10.83	10.85		10.85	10.85	10.85				10.85	10.85	10.86	10.85	10.85	10.86	10.87	10.86	10.86	10.87	10.86																			0.00		0.00	0.00		0.00	0.00		0.00	0.00	0.00				0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																			0		0	0		0	0		0	0	0				0	0	0	0	0	0	0	0	0	0	0
Y	599		L-Arginine M+H-NH3 NIST	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0000517	L-Arginine								ODKSFYDXXFIFQN-BYPYZUCNSA-N	C6H14N4O2	M+H-NH3	158.0921	0	11	MS1	16.27	16.29	16.34	16.35	16.47	0.29	0	1	0	0.428571428571429								707.1		48.1	306.0	311.8	613.8	885.7																					1867.5	1911.9	2232.5	1903.8	2415.2	1997.1	2525.8	2165.1	1967.0								16.29		16.47	16.28	16.29	16.27	16.27																					16.35	16.34	16.35	16.34	16.38	16.35	16.37	16.34	16.34								0.00		0.00	0.00	0.00	0.00	0.00																					0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00								0		0	0	0	0	0																					0	0	0	0	0	0	0	0	0
Y	602		(2-Aminothiazol-4-yl)acetic acid M+H NIST --- D(+)-Glucuronic acid .gamma.-lactone M+H-H2O NIST	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	HMDB0242712	(2R)-2-[(3R,4S)-3,4-Dihydroxy-5-oxooxolan-2-yl]-2-hydroxyacetaldehyde								DYCLHZPOADTVKK-UHFFFAOYSA-N, UYUXSRADSPPKRZ-UHFFFAOYSA-N	C6H8O6	M+H, M+H-H2O	159.0274	0	12	MS1	7.38	7.38	7.39	7.42	7.51	0.53	0.6	1	1	0.142857142857143	1292.4	1041.4													993.6	2410.2	2598.3	1753.1	1961.0	1621.0	1475.8	1272.8	1595.0	1234.8	480.6	1560.9		1684.2	1580.0	1733.4				1625.2	2808.6	2951.1	2778.0	2988.5	900.9	2800.6	3189.9	2838.0	3004.3	7.39	7.39													7.42	7.43	7.42	7.43	7.43	7.51	7.42	7.43	7.42	7.44	7.38	7.38		7.39	7.38	7.47				7.39	7.39	7.38	7.39	7.38	7.39	7.38	7.38	7.38	7.38	0.00	0.00													0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00				0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0	0													0	0	0	0	0	0	0	0	0	0	0	0		0	0	0				0	0	0	0	0	0	0	0	0	0
Y	602		(2-Aminothiazol-4-yl)acetic acid M+H NIST --- D(+)-Glucuronic acid .gamma.-lactone M+H-H2O NIST	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	HMDB0242712	(2R)-2-[(3R,4S)-3,4-Dihydroxy-5-oxooxolan-2-yl]-2-hydroxyacetaldehyde								DYCLHZPOADTVKK-UHFFFAOYSA-N, UYUXSRADSPPKRZ-UHFFFAOYSA-N	C6H8O6	M+H, M+H-H2O	159.0274	0	12	MS1	9.05	9.4	9.4	9.41	9.54	0.22	0.7	0	0.1	0.214285714285714	979.3	357.3						752.8													456.5				911.1	2341.4	2359.9	2490.7	2465.3	2555.5				2891.8										9.36	9.05						9.54													9.41				9.40	9.40	9.39	9.40	9.41	9.45				9.40										0.00	0.00						0.00													0.00				0.00	0.00	0.00	0.00	0.00	0.00				0.00										0	0						0													0				0	0	0	0	0	0				0									
